Display,Location
"600 7th Street, Iron Triangle, Richmond",[-122.36165037   37.93961158]
"900 Larkin Road, Gridley",[-121.64993196   39.3536835 ]
"5200 Cleek Court, Richmond",[-122.34381189   37.99115421]
"0 Lakeview Avenue, Piedmont",[-122.22787952   37.8224171 ]
"18500 Madison Avenue, Castro Valley",[-122.06154852   37.72264417]
"21800 Tanglewood Drive, Castro Valley",[-122.08305019   37.68442819]
"17200 Via La Jolla, San Lorenzo",[-122.13779532   37.66962623]
"3200 Rose Avenue, Ceres",[-120.9470555    37.58740306]
"2100 3rd Street, Hughson",[-120.87548979   37.61564261]
"3700 Crowell Road, Turlock",[-120.85716967   37.525751  ]
"Levee Road, Yuba City",[-121.60540063   39.09597185]
"1600 El Centro Avenue, Napa",[-122.31284405   38.33268337]
"2200 Streblow Drive, Napa",[-122.27245397   38.27053095]
"27700 Mission Boulevard, Mission - Garin, Hayward",[-122.06116533   37.64367592]
"14400 Shelley Place, Grass Valley",[-121.06962522   39.14665817]
"14900 Honey Hollow Road, Grass Valley",[-121.00868397   39.16059892]
"1000 18th Street, West Oakland, Oakland",[-122.28217267   37.81192878]
"4700 Clarewood Drive, Upper Rockridge, Oakland",[-122.234991     37.83562693]
"2100 East 19th Street, Rancho San Antonio, Oakland",[-122.235142   37.788113]
"3200 38th Avenue, Allendale, Oakland",[-122.20286853   37.7880246 ]
"Margie Lane, Oakland",[-122.15951135   37.78765447]
"900 Delaware Street, Fairfield",[-122.04541473   38.2456388 ]
"2100 Hammonton Smartsville Road, Linda",[-121.54232671   39.13342186]
"100 Octavia Street, Western Addition, San Francisco",[-122.42532079   37.77349057]
"2800 Mission Street, Mission District, San Francisco",[-122.41884217   37.75227317]
"500 22nd Street, Potrero Hill, San Francisco",[-122.38790211   37.76054795]
"700 William Moss Boulevard, Weston Ranch, Stockton",[-121.29475535   37.90579755]
"1100 Orangewood Drive, Lodi",[-121.28625218   38.14901982]
"500 South Stockton Avenue, Ripon",[-121.12089653   37.73398487]
"12600 Union Road, Manteca",[-121.24444954   37.84078039]
"200 Shorebird Circle, Redwood Shores, Redwood City",[-122.25615403   37.52804726]
"9000 Stockhorse Lane, Granite Bay",[-121.19465324   38.72727089]
"11400 Blue Fox Court, Auburn",[-121.11330961   38.95192017]
"700 Westlake Center, Westlake, Daly City",[-122.47963768   37.70019532]
"400 Verducci Drive, Serramonte, Daly City",[-122.4608477    37.65567004]
"0 Orange Court, Country Club Manor, Hillsborough",[-122.37271779   37.56675617]
"0 16th Avenue, Hayward Park, San Mateo",[-122.31778173   37.5525686 ]
"1300 Holly Street, San Carlos",[-122.26722193   37.50716707]
"300 Sherwood Way, Linfield Oaks, Menlo Park",[-122.18016733   37.45698529]
"700 Thomas Street, Woodland",[-121.76152458   38.66782525]
"300 San Juan Avenue, Half Moon Bay",[-122.46494484   37.52341377]
"4300 Howard Road, Livingston",[-120.75796837   37.36524793]
"1300 Montgomery Street, North Beach, San Francisco",[-122.40797506   37.80228876]
"Tahoe Rim Trail, Olympic Valley",[-120.20344004   39.11410778]
"900 Airport Road, Lincoln",[-121.32766167   38.90685129]
"200 Moncada Way, Oceanview, San Francisco",[-122.46799457   37.72722054]
"1700 47th Avenue, Sunset District, San Francisco",[-122.50658273   37.75623953]
"Diamond Cove Terrace, Bayview, San Francisco",[-122.39369563   37.71333444]
"400 Amador Street, Bayview, San Francisco",[-122.39047518   37.74449007]
"3100 West Mendocino Avenue, Stockton",[-121.35042148   37.96690204]
"400 Mendocino Avenue, Santa Rosa",[-122.71259694   38.44163306]
"4200 Thomas Lake Harris Drive, Santa Rosa",[-122.70114242   38.47962735]
"2000 Waltzer Road, Santa Rosa",[-122.76041807   38.47038407]
"3300 Juniper Avenue, Santa Rosa",[-122.72491729   38.39141068]
"800 Colorado Avenue, Los Banos",[-120.85630555   37.0645814 ]
"6700 3rd Street, Riverbank",[-120.93136873   37.737179  ]
"Virginia Corridor Trail, Modesto",[-121.00256985   37.67982331]
"3300 Floyd Avenue, Modesto",[-120.94300793   37.678264  ]
"0 Ragsdale Court, Salinas",[-121.6313522    36.67686265]
"1300 Primavera Street, Salinas",[-121.67301389   36.6603895 ]
"San Carlos Street, Golden Rectangle, Carmel-by-the-Sea",[-121.92271157   36.54742264]
"200 Bonifacio Place, Monterey",[-121.89696438   36.60073324]
"2100 Canyon Lakes Drive, San Ramon",[-121.9493162    37.77314386]
"Barney Creek Road, Placerville",[-120.8494182    38.75479159]
"800 Palisade Drive, Martinez",[-122.10950611   37.99882156]
"100 Burns Court, Pleasant Hill",[-122.07198109   37.93336231]
"1300 Sumac Circle, Concord",[-121.9801542    37.95526057]
"0 Jolie Lane, Walnut Creek",[-122.06752755   37.92457597]
"Diablo Trail, Walnut Creek",[-122.0116844   37.8777564]
"5400 Amend Road, El Sobrante Hills, Richmond",[-122.26817209   37.96843685]
"200 Azucar Avenue, Edenvale, San Jose",[-121.8049488   37.2628994]
"300 Marylinn Drive, Milpitas",[-121.91235265   37.43726055]
"22600 Alcalde Road, Cupertino",[-122.07534781   37.31440561]
"400 Belfast Avenue, Modesto",[-120.94012768   37.65009071]
"North Walker Slough Levee Road, Seaport, Stockton",[-121.2848481    37.91712565]
"2400 West Benjamin Holt Drive, Lakeview, Stockton",[-121.34063771   38.00606226]
"7400 Woodside Drive, Lakeview, Stockton",[-121.33410425   38.01703796]
"100 Shrader Street, San Francisco",[-122.448253     37.77437275]
"100 Diamond Street, The Castro, San Francisco",[-122.43687969   37.75976346]
"600 Tompkins Avenue, Bernal Heights, San Francisco",[-122.41301644   37.73680244]
"700 Rolph Street, Crocker-Amazon, San Francisco",[-122.43207709   37.71132783]
"400 Faxon Avenue, Ingleside, San Francisco",[-122.45711327   37.722086  ]
"1900 East Sikorsky Street, Stockton",[-121.27795263   37.88974943]
"700 Spreckels Avenue, Manteca",[-121.20202755   37.80043571]
"Old Guadalupe Trail, Daly City",[-122.43443041   37.70291754]
"3700 Callan Boulevard, Westborough, South San Francisco",[-122.46059443   37.64654917]
"5900 Cabrillo Highway, Pacifica",[-122.50319605   37.59002563]
"1000 Commodore Drive, San Bruno",[-122.42530823   37.63380582]
"0 Maryal Drive, Salinas",[-121.65147218   36.69348529]
"1900 Ord Grove Avenue, Seaside",[-121.83155246   36.61853392]
"5000 Laird Road, Loomis",[-121.17024487   38.79769271]
"Capital City Freeway, North Sacramento, Sacramento",[-121.42162765   38.616943  ]
"400 Nevada Avenue, Baywood - Aragon, San Mateo",[-122.33017635   37.55320491]
"100 Alberta Avenue, San Carlos",[-122.25295469   37.489783  ]
"300 Genoa Drive, Redwood Shores, Redwood City",[-122.24142413   37.53984703]
"300 O' Connor Street, The Willows, Menlo Park",[-122.14270576   37.45799576]
"4500 Thornhaven Way, Edenvale, San Jose",[-121.81693137   37.27304983]
"6000 Chesbro Avenue, Edenvale, San Jose",[-121.8442055   37.2401221]
"1800 Barrett Avenue, Morgan Hill",[-121.60267751   37.13491705]
"4400 West Nichols Avenue, Isabel Park, Sacramento",[-121.46033513   38.53331869]
"6400 18th Street, Rio Linda",[-121.42913312   38.67828125]
"3700 35th Avenue, Redwood Heights, Oakland",[-122.19480815   37.79921167]
"3200 Shawn Way, Hayward",[-122.05311778   37.68783322]
"1500 Marietta Drive, South San Jose, San Jose",[-121.902657     37.24938108]
"2900 Stevens Lane, East San Jose, San Jose",[-121.78916718   37.32063576]
"3300 Rocky Mountain Drive, Alum Rock, San Jose",[-121.80281976   37.34928394]
"100 South Cragmont Avenue, Alum Rock, San Jose",[-121.82066078   37.36892509]
"1200 Elko Drive, Sunnyvale",[-121.99195039   37.40081272]
"3500 North 1st Street, North San Jose, San Jose",[-121.94520595   37.40617091]
"Harvey Bear Trail, San Martin",[-121.56860068   37.10342632]
"10800 Love Creek Road, Ben Lomond",[-122.09639244   37.09735093]
"200 Poplar Street, Aptos",[-121.92296619   36.97775181]
"3200 Blandon Road, Oak Knoll Golf Links, Oakland",[-122.15710123   37.76136762]
"Calaveras Ridge Regional Trail, Dublin",[-121.95721331   37.70826953]
"100 Dana Highlands Court, Danville",[-121.94406266   37.79394889]
"5500 Forbes Drive, Newark",[-122.02811835   37.53418271]
"600 Shaver Court, Prewett Ranch, Brentwood",[-121.70684895   37.95734805]
"3300 Walton Way, West San Jose, San Jose",[-121.95774353   37.30841018]
"200 Alvarado Avenue, North Los Altos, Los Altos",[-122.10613305   37.39218868]
"600 Catalina Circle, Vallejo",[-122.28668421   38.10841747]
"2500 Cordelia Road, Fairfield",[-122.10429093   38.2133276 ]
"2400 Edwards Avenue, El Cerrito",[-122.31388821   37.93416793]
"400 Duperu Drive, Crockett",[-122.19839898   38.03727751]
"4400 Tolenas Road, Fairfield",[-122.00255429   38.25982354]
"200 Madrone Street, Vacaville",[-121.99718167   38.36173811]
"100 Hahn Way, Cotati",[-122.69556196   38.32308333]
"4400 Culebra Avenue, Santa Rosa",[-122.67479498   38.46926562]
"1400 Range Avenue, Santa Rosa",[-122.73826215   38.45201575]
"1400 Woody Creek Lane, Windsor",[-122.85467617   38.52325374]
"11200 Willms Road, Oakdale",[-120.76931838   37.7635299 ]
"1300 Del Vale Avenue, Modesto",[-121.02398385   37.66453425]
"500 14th Street, Downtown Modesto, Modesto",[-120.99139395   37.63771338]
"Roen Road, Hickman",[-120.67162769   37.61997289]
"700 South Avenue, Turlock",[-120.85786114   37.4847875 ]
"0 Sunsweet Boulevard, Yuba City",[-121.66917225   39.13426571]
"700 Rowland Boulevard, Novato",[-122.56099109   38.07784951]
"0 Oliver Lane, Mill Valley",[-122.50757018   37.89363747]
"200 East 20th Street, Merced",[-120.45975816   37.29732658]
"20100 Capri Avenue, Los Banos",[-120.85333338   37.0787    ]
"1900 San Juan Road, Aromas",[-121.68664739   36.89199776]
"200 Lualan Lane, Theiles Manor, Roseville",[-121.29538686   38.73613745]
"7500 Goose Meadows Way, Sun City, Roseville",[-121.35084818   38.78512059]
"2800 Club Drive, Rocklin",[-121.26894083   38.81045378]
"800 Downing Circle, Lincoln Crossing, Lincoln",[-121.31766854   38.87606454]
"400 Crazy Horse Canyon Road, Prunedale",[-121.62251331   36.79605096]
"Via Quintana, Carmel-by-the-Sea",[-121.82640743   36.53282681]
"14200 Shaffi Lane, Castroville",[-121.70741284   36.80940982]
"4000 Hagen Road, Napa",[-122.23024167   38.32658506]
"River Otter Loop, Auburn",[-121.16811426   38.98054987]
"13400 Forest Park Circle, Penn Valley",[-121.17179117   39.24142379]
"Lincoln Highway, Central Sacramento, Sacramento",[-121.50584073   38.56933207]
"4200 35th Street, Southeastern Sacramento, Sacramento",[-121.46952227   38.53446953]
"1200 Grand River Drive, Southwestern Sacramento, Sacramento",[-121.5223053    38.47649583]
"3200 Port Pacific Lane, Elk Grove",[-121.4677841    38.41056671]
"4200 Candle Court, Merced",[-120.4972118    37.33565833]
"44000 County Road 28H, Woodland",[-121.74156218   38.58861805]
"1600 Tamarack Lane, Central Davis, Davis",[-121.75604486   38.552768  ]
"4500 McDonald Drive, Parkland Estates, Sacramento",[-121.35738131   38.62008377]
"800 Sotano Drive, North Sacramento, Sacramento",[-121.48620173   38.60893663]
"8000 Tyne Fell Court, Antelope",[-121.33513905   38.71448481]
"2700 Royal Palm Way, Palm Drive Estates, Carmichael",[-121.3195403    38.61477048]
"7600 Cook Avenue, Citrus Heights",[-121.282921     38.70377111]
"Green Valley Road, Folsom",[-121.13237865   38.69810285]
"11000 Woodring Drive, Mather, Sacramento County, California, United States, 95655",[-121.28176528   38.5545717 ]
"1200 Manzanita Drive, Millbrae",[-122.39912345   37.58920109]
"10900 Gold Center Drive, Rancho Cordova",[-121.28443304   38.58578961]
"9300 Elder Creek Road, Sacramento",[-121.33163547   38.49786719]
"10500 Cornell Road, Galt",[-121.29790577   38.24737285]
"200 Richardson Road, Hollister",[-121.41167245   36.83304725]
"14800 Latrobe Road, Sloughhouse",[-121.13817334   38.48269347]
"300 Gardenia Circle, Fairfield",[-122.03705721   38.27812579]
"6500 Rogers Lane, Vacaville",[-122.00880819   38.3696505 ]
"400 Hopper Street, Petaluma",[-122.62959843   38.23135508]
"26100 Clover Road, Hayward Highland, Hayward",[-122.04389459   37.66723649]
"40100 Leslie Street, Central District, Fremont",[-121.9681122   37.5421114]
"5500 Stoneridge Mall Road, Pleasanton",[-121.91119929   37.66626866]
"1900 Lundy Avenue, North San Jose, San Jose",[-121.893111    37.3942973]
"1800 Shamrock Avenue, Santa Clara",[-121.97269594   37.36127431]
"15400 Vía Caballero, Monte Sereno",[-121.9838144   37.2435457]
"3000 Telegraph Avenue, Pill Hill, Oakland",[-122.26840786   37.81774814]
"3700 Road J, Redwood Valley",[-123.22219536   39.32777949]
"5900 40th Street, Sacramento",[-121.46073314   38.5190325 ]
"5000 Plumbago Place, Rocklin",[-121.25101405   38.795394  ]
"800 Cole Street, Ashbury Heights, San Francisco",[-122.45076593   37.76547236]
"2000 Morse Avenue, Sacramento",[-121.39374011   38.60521428]
"11200 Kerrigan Drive, Chabot Park, Oakland",[-122.13190022   37.74078231]
"3700 Kentucky Avenue, Riverbank",[-120.92808877   37.72576769]
"0 Cable Roadway, Sausalito",[-122.48751886   37.85082019]
"2100 Beach Street, Marina District, San Francisco",[-122.44477058   37.80364342]
"100 Campus Drive, Stanford",[-122.17598222   37.42968589]
"3000 Heidorn Ranch Road, Antioch",[-121.7624712    37.94730297]
"7300 Dieppe Way, Sacramento",[-121.34854287   38.700245  ]
"Unnamed Road, Soledad",[-121.48102745   36.3385902 ]
"2000 Evergreen Avenue, Assumption Parish, San Leandro",[-122.13389      37.71443044]
"4500 Utah Drive, May Valley, Richmond",[-122.29504638   37.968285  ]
"1700 Eisenhower Street, Shoreview, San Mateo",[-122.29337773   37.56189909]
"100 West Portal Avenue, West of Twin Peaks, San Francisco",[-122.46654279   37.739172  ]
"Unnamed Road, Lassen County, California, United States",[-120.24991954   40.24162787]
"0 Donna Way, Sequoyah, Oakland",[-122.13861161   37.76235403]
"8200 Oakbriar Circle, Elk Grove",[-121.40045123   38.41575631]
"1800 Ganges Avenue, El Cerrito",[-122.30944094   37.92764388]
"Dwight Road, Elk Grove",[-121.46497298   38.4437414 ]
"2200 McGee Avenue, Central Berkeley, Berkeley",[-122.2784712   37.866656 ]
"4000 Rose Avenue, Oakley",[-121.70634773   37.98938607]
"300 Langton Street, South of Market, San Francisco",[-122.40385959   37.77372347]
"1600 Claycord Avenue, Concord",[-121.96902406   37.96530375]
"1300 16th Avenue, Inner Sunset, San Francisco",[-122.47416689   37.76309456]
"400 Alpha Street, Visitacion Valley, San Francisco",[-122.40631713   37.7114098 ]
"14th Alley, Downtown Lincoln, Lincoln",[-121.30310263   38.88927447]
"300 Towt Street, Salinas",[-121.618852     36.67960514]
"36700 Mulberry Street, Newark",[-122.03482012   37.53725375]
"Cochrane Street, Bayview, San Francisco",[-122.37532025   37.7249683 ]
"1600 12th Avenue, Southwestern Sacramento, Sacramento",[-121.50008087   38.54480887]
"400 Ginkgo Court, South San Jose, San Jose",[-121.82998113   37.28612125]
"700 Campbell Village Court, West Oakland, Oakland",[-122.299154    37.8087842]
"2600 79th Avenue, Eastmont, Oakland",[-122.17214908   37.76430831]
"Dwight D. Eisenhower Highway, Albany",[-122.3099184    37.88639353]
"2300 Industrial Parkway West, Hayward",[-122.082884     37.61957576]
"1300 San Anselmo Avenue, San Anselmo",[-122.57567881   37.97838885]
"3300 Janet Drive, Modesto",[-121.020611     37.68571842]
"3500 Golden Chain Highway, San Andreas",[-120.5624304    38.07264929]
"1100 Blythe Street, Foster City",[-122.26677912   37.54901753]
"0 Regency Circle, Salinas",[-121.6491464    36.71317847]
"1200 North Mitchell Avenue, Turlock",[-120.8422925   37.5058417]
"Forest Route 17, Nevada City",[-120.74515679   39.37723298]
"1300 Egbert Avenue, Bayview, San Francisco",[-122.38964908   37.72138933]
"1000 Roseville Parkway, Harding, Roseville",[-121.29113681   38.78028806]
"700 West Magnolia Street, Civic Center, Stockton",[-121.3068888   37.9611243]
"7800 Arthur Street, Arroyo Viejo, Oakland",[-122.17903328   37.76056928]
"900 B Street, Hayward",[-122.08354444   37.6744852 ]
"2300 Lemontree Way, Antioch",[-121.82899056   38.00394111]
"2100 Angels View, El Dorado Hills",[-121.00904662   38.66479776]
"400 Palm Avenue, Millbrae",[-122.398601     37.59935212]
"6700 Park Riviera Way, Southwestern Sacramento, Sacramento",[-121.547573     38.50212337]
"2500 Glen Dundee Way, East San Jose, San Jose",[-121.807416   37.331122]
"Indian Springs Drive, South San Jose, San Jose",[-121.81139975   37.25486706]
"Robert Dollar Drive, San Rafael",[-122.53225995   37.98241657]
"3100 Flower Circle, Marina",[-121.79122025   36.68107067]
"7500 Hollanderry Place, Cupertino",[-122.03724216   37.30317658]
"9000 Pershing Avenue, Madison Oaks, Orangevale",[-121.20934829   38.67241381]
"400 Mariposa Avenue, Shoreline West, Mountain View",[-122.09053092   37.39406323]
"700 Volz Lane, Santa Cruz",[-121.99533096   36.973632  ]
"0 Burgess Court, Sausalito",[-122.51287341   37.87014777]
"500 S Street, Merced",[-120.49949267   37.29215167]
"200 Hillcrest Avenue, Marina",[-121.79590743   36.6774435 ]
"Upper Mad River Road, Mad River",[-123.21698757   40.30472121]
"16300 Stent Cut Off Road, Jamestown",[-120.4444031    37.93759376]
"39600 Trinity Way, Sundale, Fremont",[-121.97861211   37.540596  ]
"700 McClarren Road, Southwood Homes, Brentwood",[-121.70805336   37.93122564]
"1500 El Pinal Drive, Pacific, Stockton",[-121.27901692   37.98352179]
"1800 20th Street, Oroville",[-121.60222894   39.51899788]
"2600 Yorkshire Drive, Antioch",[-121.77618878   37.97959887]
"500 North Jackson Avenue, East San Jose, San Jose",[-121.85601508   37.36920492]
"4700 Shannondale Drive, Antioch",[-121.77038919   37.96912038]
"100 Greenwich Circle, Vacaville",[-121.95780987   38.3435784 ]
"100 Rutledge Street, Bernal Heights, San Francisco",[-122.40799079   37.74417432]
"2100 Lucile Avenue, Sherwoods Manor, Stockton",[-121.34777875   38.0318973 ]
"200 Sandpiper Court, Foster City",[-122.25819888   37.56488794]
"3000 Silver Estates, East San Jose, San Jose",[-121.7578469    37.29527455]
"1600 Fallbrook Avenue, Castro, San Jose",[-121.98165882   37.29198753]
"1800 Dutton Avenue, Southwest Santa Rosa, Santa Rosa",[-122.72136236   38.42072423]
"2000 East Canal Drive, Turlock",[-120.82863869   37.49913906]
"3500 Hiawatha Way, North Country, Antelope",[-121.38097327   38.7096012 ]
"Unnamed Road, Beckwourth",[-120.50765728   39.95416764]
"Middle Burdell Fire Road, Novato",[-122.58685884   38.13072429]
"2000 Applegate Road, Atwater",[-120.60611193   37.33279189]
"400 3rd Street, Greenfield",[-121.24245548   36.3280973 ]
"9600 Shanks Road, Delhi",[-120.78774783   37.43260125]
